id;books_count;authors_id;pub_year;title_id;reviews_count
100;39;79;1998;100;19941
101;59;80;2000;101;14982
102;110;81;1963;102;9102
103;1310;82;1844;103;15925
104;181;83;2006;104;38980
105;153;12;2013;105;62536
106;48;84;2011;106;35142
107;131;35;1999;107;11071
108;144;85;2000;108;11170
109;1319;86;1862;109;12505
110;202;30;1998;110;20325
111;98;87;2005;111;18027
112;168;88;2012;112;71412
113;251;89;1961;113;13734
114;172;90;1997;114;19272
115;125;91;2002;115;20880
116;2448;92;1876;116;7165
117;165;93;1962;117;19413
118;126;94;1989;118;6708
119;236;95;1985;119;35925
120;93;96;2001;120;6477
121;370;97;1955;121;18107
122;80;98;1995;122;22926
123;11;69;1991;123;3139
124;151;99;2010;124;42254
125;1929;100;1600;125;8889
126;241;101;1965;126;13239
127;100;102;2000;127;10895
128;190;103;2011;128;15198
129;275;104;1962;129;7855
130;666;105;1952;130;16716
131;381;23;1939;131;12991
132;123;106;2003;132;16682
133;1314;107;1908;133;14041
134;122;41;2009;134;22736
135;175;30;2000;135;19497
136;75;108;1996;136;3867
137;189;109;1991;137;36707
138;1579;110;1850;138;11428
139;155;111;2011;139;53569
140;193;16;2007;140;26766
141;148;112;2012;141;61298
142;255;113;1989;142;26283
143;139;114;2014;143;53413
144;16;115;2010;144;41572
145;180;9;2001;145;7798
146;108;116;2013;146;44631
147;150;117;2007;147;43467
148;169;118;1999;148;8011
149;130;119;2009;149;34959
150;80;120;1997;150;17234
151;121;32;2006;151;20097
152;111;35;2006;152;10626
153;125;41;2008;153;23643
154;1732;121;1606;154;7609
155;453;7;1954;155;6980
156;65;122;2004;156;11567
157;72;123;1960;157;7370
158;338;124;1964;158;8473
159;92;32;2008;159;14098
160;1725;125;1860;160;12311
161;470;7;1955;161;6644
162;675;126;1942;162;14836
163;72;32;2010;163;17107
164;103;127;2013;164;53005
165;176;30;2005;165;18876
166;84;128;2010;166;30226
167;196;129;2001;167;27587
168;195;130;1978;168;13808
169;95;35;2008;169;11051
170;185;9;1998;170;7538
171;1710;131;1815;171;11724
172;1492;132;1877;172;18064
173;283;133;1962;173;9958
174;134;134;2007;174;29377
175;87;32;2009;175;17693
176;7;58;1986;176;11698
177;1714;135;1866;177;12605
178;246;136;1963;178;15963
179;184;137;1996;179;9798
180;972;138;1922;180;11518
181;223;139;1965;181;11754
182;119;140;2009;182;20808
183;103;41;2010;183;24385
184;242;124;1988;184;11053
185;119;141;2011;185;54008
186;111;142;2001;186;15846
187;98;143;2005;187;21234
188;115;30;2011;188;20072
189;380;7;1955;189;9365
190;101;144;2012;190;34444
191;90;145;1987;191;10851
192;123;146;2007;192;28631
193;120;102;2008;193;19383
194;1823;147;1851;194;
195;116;148;2008;195;39853
196;162;149;1996;196;11176
197;109;150;2001;197;16818
198;155;151;1982;198;9485
199;119;152;2005;199;13407
200;474;153;1939;200;17264
201;208;9;2009;201;24199
202;91;154;2009;202;21871
203;85;155;2011;203;25298
204;2380;125;1843;204;11568
205;189;156;1976;205;7951
206;93;157;2012;206;35681
207;109;158;1994;207;13050
208;66;159;2010;208;28624
209;187;160;1988;209;3866
210;132;161;2007;210;19720
211;116;102;2005;211;12215
212;155;162;2001;212;14815
213;1316;163;1915;213;10252
214;94;32;2007;214;15418
215;112;164;2011;215;52120
216;90;165;2006;216;32021
217;70;166;2003;217;25846
218;96;167;2012;218;16748
219;270;168;1956;219;8871
220;20;169;;220;532
221;74;170;1995;221;13729
222;143;171;1980;222;3899
223;163;172;2001;223;8384
224;97;173;2009;224;17725
225;81;23;1952;225;14454
226;131;21;2009;226;28784
227;134;69;1993;227;1917
228;84;174;2002;228;5121
229;845;175;1865;229;7736
230;1451;176;1817;230;13117
231;117;177;2007;231;26614
232;213;58;1982;232;13014
233;347;178;1985;233;15246
234;87;179;1999;234;18379
235;95;180;2013;235;27610
236;101;66;1997;236;10439
237;249;58;1974;237;8264
238;79;181;2002;238;11601
239;137;182;2006;239;22412
240;235;9;2013;240;33700
241;81;27;1989;241;10304
242;122;183;1993;242;3600
243;197;58;1987;243;6416
244;136;21;2006;244;28268
245;125;184;1977;245;9270
246;97;185;2007;246;12870
247;250;186;1989;247;6148
248;1379;187;1595;248;5724
249;104;188;2005;249;21107
250;124;189;2012;250;43021
251;99;190;1957;251;4299
252;92;191;2012;252;41109
253;48;192;2013;253;27258
254;96;193;2009;254;20521
255;147;194;1957;255;14666
256;67;195;2006;256;21681
257;4;196;1865;257;4876
258;279;197;2001;258;24652
259;107;73;2010;259;23058
260;353;198;1936;260;7909
261;59;199;1996;261;3074
262;107;180;2014;262;30120
263;61;200;1997;263;8534
264;343;105;1926;264;9826
265;127;201;1943;265;16088
266;111;183;1995;266;2798
267;90;202;2015;267;37279
268;159;203;2005;268;21927
269;17;204;2003;269;7069
270;306;205;1938;270;14920
271;163;206;1966;271;11328
272;177;207;1989;272;6559
273;105;208;2005;273;15807
274;259;209;1969;274;5832
275;116;6;2006;275;20657
276;169;210;1951;276;6240
277;109;129;2013;277;37655
278;32;40;1981;278;2431
279;95;211;2016;279;53365
280;108;212;2011;280;24271
281;145;69;1992;281;2006
282;153;129;2002;282;13905
283;114;213;1990;283;13914
284;312;214;1955;284;12011
285;122;215;2013;285;31155
286;99;35;2008;286;9476
287;154;194;1943;287;10198
288;117;216;1984;288;2117
289;193;217;1972;289;10399
290;18;218;2011;290;19397
291;74;219;2009;291;23146
292;299;168;1951;292;4620
293;2573;220;1882;293;7917
294;69;32;2011;294;12270
295;145;58;2011;295;30656
296;162;221;1969;296;5760
297;155;53;1963;297;8050
298;1248;222;1895;298;7353
299;69;223;2010;299;14378
300;178;224;2006;300;19058
301;1369;225;1899;301;9791
302;117;35;2010;302;12769
303;113;226;2006;303;9663
304;52;227;1998;304;7775
305;198;58;1983;305;5430
306;61;227;1992;306;9090
307;102;146;2011;307;15503
308;94;85;2003;308;9510
309;96;41;2011;309;18870
310;71;228;2001;310;5500
311;201;229;1977;311;4556
312;129;230;2008;312;23840
313;113;231;2012;313;29932
314;134;232;2003;314;10384
315;128;233;1998;315;7877
316;95;234;1997;316;14422
317;107;235;1969;317;6666
318;65;236;2013;318;24700
319;101;41;2012;319;16639
320;78;237;2012;320;28973
321;69;238;1961;321;8725
322;152;129;1996;322;15680
323;274;239;1984;323;10682
324;80;127;2013;324;39353
325;138;240;1989;325;11197
326;96;241;1999;326;5960
327;91;242;2011;327;23487
328;84;52;2007;328;14004
329;111;243;2008;329;14988
330;94;244;1990;330;8212
331;76;52;1998;331;9257
332;312;28;1953;332;8690
333;107;245;2007;333;24112
334;81;167;2012;334;9817
335;182;124;1961;335;5120
336;107;183;2001;336;5039
337;32;43;1996;337;4254
338;129;246;2009;338;15937
339;98;247;1947;339;4604
340;38;248;2010;340;14101
341;1726;249;-750;341;4763
342;139;250;2012;342;28751
343;120;69;1996;343;1700
344;54;80;1997;344;5096
345;163;42;2005;345;8284
346;1474;251;1900;346;8866
347;348;28;1951;347;4737
348;77;252;2014;348;36910
349;211;58;1975;349;6167
350;98;253;1971;350;5021
351;99;41;2011;351;17854
352;29;254;2014;352;20301
353;1053;121;1603;353;4334
354;153;255;1987;354;7749
355;87;256;2008;355;19081
356;126;257;1999;356;12794
357;372;258;1929;357;6947
358;40;190;1990;358;4021
359;135;11;2012;359;24084
360;221;259;1968;360;8330
361;1787;260;1838;361;5342
362;231;28;1942;362;8285
363;79;261;2010;363;26153
364;72;190;1957;364;2204
365;72;262;1990;365;4138
366;38;263;2001;366;5334
367;82;264;2003;367;6357
368;55;50;1997;368;6139
369;85;265;2000;369;11717
370;76;32;2010;370;10914
371;130;266;1961;371;6293
372;55;80;2004;372;5776
373;197;124;1982;373;7906
374;155;234;2003;374;9065
375;1384;267;1903;375;6770
376;88;73;2011;376;19975
377;207;129;1999;377;13731
378;93;268;2003;378;9824
379;99;269;2011;379;25179
380;232;270;1987;380;12522
381;54;271;1995;381;3147
382;86;272;2010;382;15782
383;69;273;2003;383;10857
384;93;161;2008;384;10056
385;86;274;2012;385;17573
386;127;275;1960;386;6699
387;133;276;1953;387;5390
388;93;277;1986;388;10378
389;75;278;2006;389;16276
390;1974;279;1886;390;7958
391;40;190;1971;391;3231
392;115;280;2004;392;13337
393;73;281;2012;393;29145
394;88;161;2008;394;10074
395;371;105;1940;395;4658
396;69;282;2009;396;18120
397;364;283;1985;397;10057
398;61;284;2001;398;5063
399;131;250;2007;399;11330
400;143;285;1984;400;6623
401;425;105;1929;401;7249
402;12;286;1843;402;1050
403;1865;287;-500;403;6335
404;76;288;2012;404;17681
405;112;53;1973;405;5265
406;64;289;1979;406;591
407;77;290;2001;407;12134
408;118;291;1997;408;7872
409;94;292;1987;409;4439
410;161;293;1958;410;9884
411;99;85;2005;411;6772
412;147;294;1990;412;7647
413;1341;295;1844;413;4974
414;82;296;2008;414;19680
415;78;297;2009;415;9228
416;174;124;1983;416;5190
417;137;298;2006;417;19432
418;71;161;2010;418;8030
419;76;161;2009;419;8782
420;133;35;1998;420;3721
421;77;299;2011;421;18836
422;76;250;1998;422;6508
423;84;157;2013;423;21810
424;428;300;1980;424;6075
425;92;301;1971;425;9202
426;131;302;1980;426;11881
427;728;303;1895;427;6560
428;65;32;2012;428;13332
429;153;304;1983;429;
430;157;305;2002;430;13279
431;191;160;1981;431;3309
432;218;210;1950;432;4335
433;73;306;2005;433;10769
434;73;154;2010;434;10041
435;82;212;2010;435;17705
436;168;307;1997;436;9294
437;63;45;2014;437;19518
438;68;180;2009;438;17382
439;246;308;1987;439;5146
440;140;113;2010;440;11859
441;110;58;2009;441;13086
442;80;309;1992;442;7075
443;61;310;2006;443;7319
444;244;311;1926;444;2978
445;150;312;2011;445;19206
446;1106;313;1887;446;6954
447;143;42;2008;447;7993
448;149;314;2002;448;2755
449;80;185;2007;449;4993
450;75;315;2000;450;12005
451;122;316;1817;451;8616
452;102;317;2013;452;26756
453;97;318;1997;453;4884
454;41;319;1985;454;3016
455;43;122;2005;455;6646
456;109;320;1947;456;2841
457;129;321;2005;457;14252
458;63;322;2014;458;24215
459;132;323;2012;459;34386
460;79;41;2013;460;23261
461;210;324;1931;461;8259
462;34;325;1972;462;790
463;141;109;1992;463;12025
464;1449;326;1611;464;4438
465;53;228;2002;465;2513
466;44;327;1989;466;957
467;9;328;2007;467;16640
468;80;329;1937;468;9005
469;123;330;2001;469;6523
470;129;331;2012;470;14667
471;1208;332;1814;471;7046
472;187;333;1946;472;10147
473;78;334;2007;473;15392
474;104;335;2006;474;6812
475;8;119;2011;475;18556
476;165;240;1978;476;4569
477;127;336;1997;477;8032
478;558;337;1719;478;4603
479;1654;338;1513;479;5389
480;42;50;2000;480;6693
481;90;339;1994;481;5485
482;46;340;2010;482;15812
483;125;8;1961;483;5297
484;84;149;2001;484;5328
485;1072;341;1880;485;7640
486;69;342;2003;486;9322
487;122;68;1969;487;2555
488;162;58;1996;488;4873
489;721;343;1923;489;6263
490;37;344;1985;490;4837
491;67;185;2008;491;3356
492;99;56;1986;492;6579
493;152;28;1952;493;6041
494;141;116;1992;494;13324
495;65;345;2000;495;8673
496;161;346;1980;496;5137
497;1033;347;1877;497;3377
498;1017;348;1869;498;8062
499;144;349;1991;499;7669
500;125;350;2000;500;4289
501;108;351;1998;501;9369
502;36;352;2004;502;3397
503;221;353;1968;503;3722
504;63;354;1991;504;9147
505;63;355;1995;505;3210
506;94;157;2014;506;21608
507;78;1;2010;507;6429
508;57;356;2001;508;5723
509;90;85;2008;509;6838
510;71;244;1990;510;3061
511;129;357;1990;511;2261
512;34;286;1849;512;1055
513;83;358;1971;513;7801
514;1235;313;1892;514;4922
515;80;359;1986;515;3454
516;80;360;2000;516;9326
517;52;361;2008;517;9882
518;1416;362;1904;518;7464
519;78;143;2005;519;9390
520;125;270;1994;520;10724
521;123;363;2005;521;
522;113;364;2004;522;17001
523;56;365;1990;523;10666
524;15;366;1988;524;687
525;76;212;2012;525;13876
526;95;367;2004;526;5656
527;97;150;2002;527;6388
528;62;244;1991;528;2471
529;1762;368;1726;529;3927
530;805;369;1598;530;2686
531;601;370;975;531;5098
532;74;371;1987;532;1954
533;102;4;2015;533;24535
534;47;80;2008;534;9013
535;89;372;2011;535;23582
536;84;373;2015;536;30249
537;92;374;2011;537;9515
538;76;375;1994;538;6635
539;53;376;2012;539;18984
540;11;377;1905;540;5128
541;45;310;2004;541;7421
542;280;28;1954;542;4913
543;63;161;2010;543;10312
544;146;378;1935;544;3220
545;383;379;1922;545;2714
546;181;380;1974;546;6535
547;1167;381;1897;547;4930
548;75;382;2006;548;8160
549;58;383;1948;549;1902
550;54;384;2006;550;11843
551;95;385;2013;551;20822
552;93;35;2000;552;3261
553;135;58;1991;553;2448
554;105;109;1993;554;8381
555;3;386;1996;555;194
556;143;58;1981;556;2832
557;102;91;1993;557;7547
558;88;150;2004;558;5327
559;918;387;1891;559;6737
560;1682;388;1856;560;7617
561;82;389;1961;561;8011
562;48;278;2010;562;10947
563;90;150;2003;563;5029
564;32;390;2006;564;8461
565;60;278;2007;565;8541
566;94;88;2015;566;16879
567;90;391;2011;567;17457
568;71;392;1986;568;2838
569;96;183;2005;569;8606
570;136;393;1995;570;4792
571;88;35;2003;571;4333
572;109;95;2003;572;10391
573;202;394;1998;573;4191
574;78;395;2000;574;7582
575;124;68;1999;575;3628
576;1039;396;1759;576;5504
577;127;397;1975;577;7187
578;156;398;1983;578;2092
579;44;399;1960;579;1864
580;102;400;1950;580;470
581;64;191;2013;581;23054
582;185;401;1997;582;6790
583;65;154;2011;583;7290
584;67;402;2009;584;18232
585;44;403;2004;585;2470
586;65;404;2003;586;8902
587;107;188;2002;587;7019
588;101;171;1986;588;1010
589;53;405;2012;589;11189
590;1240;406;1849;590;4623
591;67;407;2007;591;18988
592;586;408;1967;592;7365
593;157;409;1968;593;5357
594;77;410;2000;594;6594
595;82;411;1959;595;5580
596;117;69;1995;596;1518
597;1887;412;1605;597;5429
598;108;413;1995;598;6023
599;162;43;1980;599;3851
600;82;173;2010;600;7245
601;1;414;1901;601;1404
602;257;168;1953;602;3391
603;63;278;2008;603;9111
604;49;415;1993;604;3532
605;24;416;2007;605;6724
606;278;417;1970;606;5501
607;7;41;2014;607;19582
608;54;418;1986;608;4286
609;123;58;2006;609;4841
610;33;419;2013;610;16287
611;339;420;1977;611;5743
612;164;58;1987;612;5293
613;119;421;2008;613;15953
614;915;422;1925;614;4717
615;42;310;2002;615;4597
616;65;52;2000;616;6231
617;69;423;2010;617;12873
618;1717;424;1902;618;5421
619;106;425;2011;619;5715
620;103;426;1982;620;5582
621;75;427;1970;621;5168
622;115;35;2002;622;4025
623;111;58;2014;623;12447
624;73;150;2007;624;3372
625;39;428;1997;625;3830
626;57;429;1985;626;2498
627;39;430;1989;627;2618
628;88;216;1987;628;939
629;229;431;1998;629;6063
630;66;432;2013;630;10385
631;80;150;2005;631;3733
632;77;433;2011;632;20959
633;132;266;1959;633;4034
634;86;85;2011;634;10577
635;239;434;1991;635;7652
636;14;169;2011;636;134
637;271;39;1950;637;5204
638;76;435;2010;638;15030
639;771;436;1880;639;2667
640;113;68;2002;640;2700
641;245;28;1956;641;4156
642;2;113;2007;642;9392
643;77;185;2008;643;4013
644;60;376;2012;644;14423
645;74;437;2007;645;
646;634;438;1390;646;2615
647;43;122;2006;647;3375
648;119;42;2011;648;8891
649;107;439;2009;649;13779
650;1075;440;1852;650;5696
651;782;441;1909;651;4590
652;75;150;2006;652;3669
653;231;442;1995;653;11061
654;92;443;2010;654;12909
655;63;128;2011;655;14020
656;58;444;2006;656;6720
657;104;445;2008;657;8334
658;133;443;2001;658;8201
659;83;446;1995;659;5843
660;83;68;1980;660;1587
661;47;447;1972;661;2213
662;83;268;1999;662;8145
663;83;448;1980;663;4320
664;254;139;1958;664;7331
665;101;449;2010;665;16506
666;112;129;2005;666;7758
667;41;310;2009;667;6238
668;62;450;2014;668;15177
669;243;451;1982;669;5244
670;145;58;1979;670;2294
671;876;452;1920;671;3826
672;429;153;1934;672;8713
673;83;453;2013;673;13831
674;79;183;2001;674;4255
675;154;58;1980;675;1859
676;76;167;2013;676;9728
677;70;454;2009;677;11605
678;79;455;2014;678;20980
679;74;456;1939;679;1407
680;709;457;1937;680;3272
681;132;378;1932;681;4096
682;124;458;2004;682;11516
683;105;35;2001;683;3392
684;63;32;2013;684;11843
685;61;459;2008;685;9445
686;85;35;2003;686;5443
687;38;263;2005;687;5963
688;37;66;2003;688;8947
689;51;460;2012;689;13738
690;62;446;2006;690;4511
691;122;58;1999;691;11807
692;61;202;2008;692;11137
693;122;68;1987;693;2313
694;47;122;2008;694;4743
695;109;192;2014;695;13549
696;111;156;1985;696;3097
697;49;290;2011;697;14781
698;75;461;2008;698;11059
699;1691;462;1869;699;4608
700;63;142;2005;700;4166
701;572;463;1925;701;6360
702;173;464;2009;702;16350
703;134;58;1998;703;3087
704;114;240;1985;704;3170
705;132;465;1984;705;1641
706;1903;466;1872;706;4341
707;65;467;1994;707;5530
708;194;431;2003;708;5444
709;155;8;1953;709;3423
710;64;468;2005;710;7434
711;62;469;2007;711;15376
712;96;109;1996;712;5743
713;61;242;2013;713;12663
714;1108;121;1603;714;3079
715;139;470;1949;715;3486
716;101;35;2007;716;6808
717;11;471;2012;717;384
718;221;472;1929;718;5485
719;45;473;2005;719;5862
720;34;474;2002;720;890
721;24;475;2013;721;10136
722;83;244;1992;722;2145
723;101;476;2003;723;10295
724;67;150;2008;724;3500
725;151;477;1991;725;3844
726;109;478;1997;726;1785
727;183;479;1995;727;8529
728;77;480;1967;728;2731
729;107;481;1989;729;5640
730;233;23;1947;730;6121
731;1;482;1971;731;2850
732;93;3;2009;732;9885
733;97;483;1994;733;3881
734;102;484;1976;734;2644
735;69;485;1988;735;3711
736;109;486;1952;736;4160
737;68;487;2007;737;9015
738;73;488;1971;738;2718
739;132;58;1982;739;3148
740;14;378;1953;740;2016
741;61;489;1998;741;2809
742;116;490;2012;742;11803
743;51;491;2002;743;10411
744;153;473;1997;744;5376
745;2;492;2012;745;15544
746;72;493;2006;746;9655
747;99;494;1995;747;5652
748;68;150;2009;748;4315
749;62;52;2013;749;13923
750;60;495;2011;750;15367
751;142;43;1982;751;2354
752;55;281;2013;752;19450
753;34;496;2004;753;3118
754;51;65;2008;754;10401
755;4;304;1987;755;
756;58;497;2010;756;10506
757;57;498;1985;757;5343
758;48;499;2003;758;10513
759;37;161;2011;759;7698
760;63;56;1998;760;4587
761;74;85;2009;761;6023
762;134;500;1982;762;1605
763;104;255;1970;763;4963
764;101;142;2009;764;6293
765;105;501;1965;765;3951
766;68;502;1989;766;4388
767;63;115;1999;767;3636
768;134;503;2003;768;6990
769;301;313;1894;769;2774
770;1129;504;1599;770;3044
771;57;505;2011;771;12570
772;842;506;-380;772;2261
773;689;121;1593;773;2370
774;51;191;2014;774;20055
775;66;507;2010;775;8415
776;8;508;1997;776;192
777;40;509;2001;777;2448
778;1206;510;1831;778;3255
779;79;511;1996;779;7227
780;24;512;1987;780;684
781;66;143;2006;781;7313
782;452;513;1899;782;5662
783;63;185;2009;783;3204
784;83;106;2006;784;6632
785;91;216;1989;785;574
786;24;40;1996;786;1281
787;39;514;2010;787;7386
788;112;515;1993;788;2029
789;143;210;1952;789;2054
790;82;516;1997;790;6132
791;7;52;2010;791;9871
792;325;517;1812;792;1851
793;83;518;1967;793;5440
794;116;58;2013;794;13654
795;138;393;1998;795;2794
796;61;519;2012;796;8174
797;44;520;2008;797;3011
798;49;190;1960;798;2074
799;99;264;1987;799;2687
800;298;521;1902;800;1683
801;71;522;2009;801;11062
802;62;523;2010;802;11875
803;17;524;1999;803;1541
804;956;121;1623;804;2831
805;61;185;2010;805;2999
806;11;525;1997;806;4070
807;89;345;2013;807;17954
808;73;526;2007;808;13128
809;38;527;1932;809;1012
810;17;528;2003;810;949
811;76;529;2014;811;11244
812;47;530;2012;812;
813;51;127;2014;813;15782
814;62;185;2008;814;3165
815;104;83;2005;815;6281
816;2;531;2009;816;12827
817;75;532;1986;817;9219
818;118;533;2001;818;1856
819;852;534;1854;819;
820;170;203;1989;820;7455
821;91;35;2010;821;9610
822;110;535;2011;822;12966
823;81;536;1982;823;3236
824;498;537;-430;824;2129
825;52;208;2009;825;8654
826;1150;538;1908;826;4057
827;60;539;2014;827;17356
828;39;540;2000;828;6588
829;557;541;1908;829;3969
830;53;542;2010;830;11130
831;38;310;2008;831;4950
832;101;543;1995;832;4462
833;112;69;1994;833;1337
834;1;3;2008;834;9189
835;49;544;1999;835;1207
836;89;545;2012;836;14583
837;66;546;2012;837;15539
838;79;56;1991;838;3217
839;1088;547;1596;839;2616
840;120;548;1975;840;3075
841;52;306;2006;841;5926
842;54;281;2015;842;25463
843;31;25;2012;843;6275
844;42;549;1989;844;3318
845;28;550;2009;845;6516
846;51;551;1950;846;1293
847;48;552;1996;847;1095
848;79;94;2001;848;2871
849;67;553;1999;849;3833
850;88;554;2012;850;20150
851;111;555;1979;851;6055
852;80;556;2016;852;15933
853;49;265;1990;853;3689
854;87;149;1999;854;4657
855;861;121;1601;855;
856;73;27;2000;856;9480
857;38;557;1978;857;7814
858;83;558;2014;858;15775
859;48;559;2008;859;4025
860;48;79;1988;860;5259
861;58;155;2013;861;11348
862;34;278;2014;862;7261
863;148;560;1988;863;1326
864;76;109;2001;864;5048
865;119;561;1978;865;2038
866;109;562;1974;866;2205
867;96;563;2005;867;9622
868;215;564;1945;868;2615
869;127;565;2006;869;15335
870;40;566;2005;870;5875
871;59;150;2010;871;5325
872;388;567;1947;872;3494
873;97;257;1999;873;4863
874;35;568;2012;874;8593
875;62;569;2007;875;6591
876;55;570;1941;876;845
877;218;571;1979;877;4303
878;59;572;1998;878;1100
879;534;573;1906;879;4750
880;52;574;2008;880;5830
881;124;575;1985;881;4238
882;144;113;1978;882;1990
883;103;95;2000;883;5908
884;29;111;2014;884;14221
885;43;576;1999;885;3589
886;69;577;2014;886;14701
887;134;472;1930;887;5508
888;33;578;1955;888;1570
889;57;306;2006;889;5559
890;146;210;1953;890;1675
891;59;315;2001;891;5269
892;68;102;2011;892;7317
893;37;579;2002;893;1103
894;98;304;1989;894;2610
895;57;580;2005;895;7729
896;98;581;2003;896;11369
897;151;353;1973;897;2773
898;100;156;1988;898;1921
899;836;582;1920;899;5051
900;104;335;1976;900;2460
901;20;583;2001;901;8124
902;130;363;1992;902;
903;460;584;1938;903;7096
904;50;585;2011;904;7192
905;28;586;1978;905;1782
906;65;587;2010;906;11386
907;73;588;2009;907;3560
908;69;52;2006;908;5101
909;66;32;2011;909;4900
910;64;589;2005;910;6878
911;112;58;1992;911;2445
912;76;158;1996;912;4045
913;63;590;1931;913;1009
914;98;591;1974;914;4340
915;125;592;1994;915;2296
916;69;593;2003;916;6576
917;82;594;2006;917;5521
918;121;172;2002;918;2434
919;95;595;1993;919;4044
920;94;596;2011;920;17320
921;74;597;2015;921;21192
922;95;598;1997;922;3098
923;85;599;2007;923;7165
924;78;91;2011;924;10634
925;126;600;1998;925;3142
926;58;601;2015;926;9278
927;22;602;2004;927;7239
928;64;193;2012;928;20296
929;26;603;1954;929;4383
930;87;604;2008;930;14175
931;71;605;2014;931;7732
932;63;606;2001;932;3100
933;70;256;2009;933;9159
934;187;607;1952;934;3767
935;1085;267;1906;935;3017
936;105;130;2003;936;2874
937;81;50;2000;937;4499
938;61;608;2012;938;10763
939;46;609;2013;939;10243
940;88;88;2014;940;9884
941;138;610;1998;941;4109
942;34;611;2012;942;11854
943;42;80;1997;943;4509
944;132;58;1996;944;1787
945;66;173;2011;945;5464
946;66;73;2012;946;8219
947;67;612;2011;947;13789
948;49;613;2001;948;3722
949;56;244;1993;949;1864
950;71;614;2014;950;16701
951;63;149;1999;951;3078
952;80;85;2007;952;2434
953;105;58;2004;953;3945
954;14;615;2009;954;417
955;93;85;2001;955;2785
956;97;616;1984;956;3500
957;76;193;2010;957;8784
958;40;107;1908;958;1438
959;766;617;1916;959;3934
960;2;618;2009;960;2582
961;665;619;1871;961;5292
962;30;376;2012;962;8186
963;118;69;1997;963;1896
964;74;7;1973;964;1565
965;38;620;2009;965;8939
966;110;621;1986;966;1114
967;131;58;1989;967;1357
968;55;622;2006;968;4534
969;83;623;2005;969;3277
970;64;278;2013;970;10160
971;75;624;1995;971;1764
972;1363;625;1864;972;3483
973;73;626;2009;973;10295
974;196;627;1962;974;7689
975;52;628;1974;975;2510
976;3;629;;976;262
977;856;630;1320;977;3576
978;64;269;2012;978;11911
979;64;52;2014;979;11792
980;48;631;2006;980;6493
981;47;632;2006;981;4679
982;70;633;1994;982;4026
983;36;634;2015;983;13113
984;819;635;1667;984;2645
985;57;636;2009;985;5659
986;115;58;1999;986;3281
987;138;637;2011;987;24522
988;39;618;2010;988;2356
989;170;638;1971;989;1439
990;60;639;2010;990;2938
991;44;127;2011;991;16114
992;36;640;2005;992;3641
993;49;641;2012;993;11579
994;77;642;1972;994;2770
995;42;643;2011;995;14154
996;67;158;1997;996;2912
997;427;644;1905;997;5087
998;23;645;1971;998;2504
999;66;427;1972;999;2081
1000;66;646;2012;1000;17829
1001;114;647;2009;1001;14162
