id;book_id;books_count;authors_id;pub_year;title_id;reviews_count
403;10534;1865;287;-500;403;6335
404;11367726;76;288;2012;404;17681
405;4980;112;53;1973;405;5265
406;627206;64;289;1979;406;591
407;5826;77;290;2001;407;12134
408;1842;118;291;1997;408;7872
409;9375;94;292;1987;409;4439
410;37781;161;293;1958;410;9884
411;33722;99;85;2005;411;6772
412;567795;147;294;1990;412;7647
413;7190;1341;295;1844;413;4974
414;6948436;82;296;2008;414;19680
415;3975774;78;297;2009;415;9228
416;6327;174;124;1983;416;5190
417;40440;137;298;2006;417;19432
418;6479259;71;161;2010;418;8030
419;5996153;76;161;2009;419;8782
420;3478;133;35;1998;420;3721
421;8683812;77;299;2011;421;18836
422;862041;76;250;1998;422;6508
423;16248068;84;157;2013;423;21810
424;119073;428;300;1980;424;6075
425;46799;92;301;1971;425;9202
426;310612;131;302;1980;426;11881
427;92303;728;303;1895;427;6560
428;12127750;65;32;2012;428;13332
429;34497;153;304;1983;429;
430;4929;157;305;2002;430;13279
431;28877;191;160;1981;431;3309
432;41804;218;210;1950;432;4335
433;42899;73;306;2005;433;10769
434;7791997;73;154;2010;434;10041
435;6482837;82;212;2010;435;17705
436;9777;168;307;1997;436;9294
437;18079776;63;45;2014;437;19518
438;6469165;68;180;2009;438;17382
439;3869;246;308;1987;439;5146
440;7315573;140;113;2010;440;11859
441;6320534;110;58;2009;441;13086
442;830;80;309;1992;442;7075
443;51738;61;310;2006;443;7319
444;99107;244;311;1926;444;2978
445;9736930;150;312;2011;445;19206
446;102868;1106;313;1887;446;6954
447;2248573;143;42;2008;447;7993
448;56495;149;314;2002;448;2755
449;676924;80;185;2007;449;4993
450;47212;75;315;2000;450;12005
451;50398;122;316;1817;451;8616
452;16101128;102;317;2013;452;26756
453;10920;97;318;1997;453;4884
454;767680;41;319;1985;454;3016
455;42155;43;122;2005;455;6646
456;12220;109;320;1947;456;2841
457;10692;129;321;2005;457;14252
458;20170404;63;322;2014;458;24215
459;18774964;132;323;2012;459;34386
460;18335634;79;41;2013;460;23261
461;1078;210;324;1931;461;8259
462;2784;34;325;1972;462;790
463;5364;141;109;1992;463;12025
464;1923820;1449;326;1611;464;4438
465;14758;53;228;2002;465;2513
466;659469;44;327;1989;466;957
467;297673;9;328;2007;467;16640
468;37415;80;329;1937;468;9005
469;41899;123;330;2001;469;6523
470;17851885;129;331;2012;470;14667
471;45032;1208;332;1814;471;7046
472;4069;187;333;1946;472;10147
473;237209;78;334;2007;473;15392
474;14743;104;335;2006;474;6812
475;8492825;8;119;2011;475;18556
476;7069;165;240;1978;476;4569
477;78129;127;336;1997;477;8032
478;2932;558;337;1719;478;4603
479;28862;1654;338;1513;479;5389
480;18122;42;50;2000;480;6693
481;43889;90;339;1994;481;5485
482;6837103;46;340;2010;482;15812
483;5113;125;8;1961;483;5297
484;29059;84;149;2001;484;5328
485;4934;1072;341;1880;485;7640
486;307791;69;342;2003;486;9322
487;7670;122;68;1969;487;2555
488;11566;162;58;1996;488;4873
489;2547;721;343;1923;489;6263
490;15196;37;344;1985;490;4837
491;2866718;67;185;2008;491;3356
492;7967;99;56;1986;492;6579
493;11138;152;28;1952;493;6041
494;29044;141;116;1992;494;13324
495;4953;65;345;2000;495;8673
496;1295;161;346;1980;496;5137
497;3685;1033;347;1877;497;3377
498;656;1017;348;1869;498;8062
499;28676;144;349;1991;499;7669
500;38980;125;350;2000;500;4289
501;7061;108;351;1998;501;9369
502;138398;36;352;2004;502;3397
503;70535;221;353;1968;503;3722
504;11422;63;354;1991;504;9147
505;27523;63;355;1995;505;3210
506;18635016;94;157;2014;506;21608
507;7938275;78;1;2010;507;6429
508;1869;57;356;2001;508;5723
509;1358844;90;85;2008;509;6838
510;233649;71;244;1990;510;3061
511;6534;129;357;1990;511;2261
512;23919;34;286;1849;512;1055
513;561909;83;358;1971;513;7801
514;3590;1235;313;1892;514;4922
515;16735;80;359;1986;515;3454
516;3985;80;360;2000;516;9326
517;4268157;52;361;2008;517;9882
518;34268;1416;362;1904;518;7464
519;24768;78;143;2005;519;9390
520;11275;125;270;1994;520;10724
521;79885;123;363;2005;521;
522;49628;113;364;2004;522;17001
523;133518;56;365;1990;523;10666
524;114683;15;366;1988;524;687
525;9593911;76;212;2012;525;13876
526;17231;95;367;2004;526;5656
527;110494;97;150;2002;527;6388
528;34897;62;244;1991;528;2471
529;7733;1762;368;1726;529;3927
530;12957;805;369;1598;530;2686
531;52357;601;370;975;531;5098
532;59980;74;371;1987;532;1954
533;24817626;102;4;2015;533;24535
534;1044355;47;80;2008;534;9013
535;8490112;89;372;2011;535;23582
536;17878931;84;373;2015;536;30249
537;12609433;92;374;2011;537;9515
538;386187;76;375;1994;538;6635
539;15717943;53;376;2012;539;18984
540;3008;11;377;1905;540;5128
541;51737;45;310;2004;541;7421
542;84119;280;28;1954;542;4913
543;6527740;63;161;2010;543;10312
544;77767;146;378;1935;544;3220
545;144974;383;379;1922;545;2714
546;629;181;380;1974;546;6535
547;8909;1167;381;1897;547;4930
548;162085;75;382;2006;548;8160
549;231850;58;383;1948;549;1902
550;3109;54;384;2006;550;11843
551;15790842;95;385;2013;551;20822
552;3462;93;35;2000;552;3261
553;107291;135;58;1991;553;2448
554;10987;105;109;1993;554;8381
555;117251;3;386;1996;555;194
556;10603;143;58;1981;556;2832
557;10956;102;91;1993;557;7547
558;140077;88;150;2004;558;5327
559;32261;918;387;1891;559;6737
560;2175;1682;388;1856;560;7617
561;378;82;389;1961;561;8011
562;7235533;48;278;2010;562;10947
563;140082;90;150;2003;563;5029
564;248704;32;390;2006;564;8461
565;68429;60;278;2007;565;8541
566;25041504;94;88;2015;566;16879
567;10032672;90;391;2011;567;17457
568;59960;71;392;1986;568;2838
569;13152;96;183;2005;569;8606
570;285092;136;393;1995;570;4792
571;15925;88;35;2003;571;4333
572;46756;109;95;2003;572;10391
573;1274;202;394;1998;573;4191
574;33313;78;395;2000;574;7582
575;7669;124;68;1999;575;3628
576;19380;1039;396;1759;576;5504
577;84981;127;397;1975;577;7187
578;10629;156;398;1983;578;2092
579;197084;44;399;1960;579;1864
580;222078;102;400;1950;580;470
581;13206760;64;191;2013;581;23054
582;69571;185;401;1997;582;6790
583;10637766;65;154;2011;583;7290
584;6101718;67;402;2009;584;18232
585;13615;44;403;2004;585;2470
586;3682;65;404;2003;586;8902
587;256566;107;188;2002;587;7019
588;15769;101;171;1986;588;1010
589;16056408;53;405;2012;589;11189
590;58696;1240;406;1849;590;4623
591;693208;67;407;2007;591;18988
592;117833;586;408;1967;592;7365
593;13642;157;409;1968;593;5357
594;357664;77;410;2000;594;6594
595;5148;82;411;1959;595;5580
596;5349;117;69;1995;596;1518
597;3836;1887;412;1605;597;5429
598;45107;108;413;1995;598;6023
599;8695;162;43;1980;599;3851
600;7740152;82;173;2010;600;7245
601;19321;1;414;1901;601;1404
602;65641;257;168;1953;602;3391
603;2767793;63;278;2008;603;9111
604;68783;49;415;1993;604;3532
605;40173;24;416;2007;605;6724
606;71728;278;417;1970;606;5501
607;8755785;7;41;2014;607;19582
608;310259;54;418;1986;608;4286
609;10567;123;58;2006;609;4841
610;16158542;33;419;2013;610;16287
611;7332;339;420;1977;611;5743
612;5094;164;58;1987;612;5293
613;3407877;119;421;2008;613;15953
614;17690;915;422;1925;614;4717
615;22205;42;310;2002;615;4597
616;14864;65;52;2000;616;6231
617;6314763;69;423;2010;617;12873
618;8921;1717;424;1902;618;5421
619;11468377;106;425;2011;619;5715
620;402045;103;426;1982;620;5582
621;37732;75;427;1970;621;5168
622;15926;115;35;2002;622;4025
623;18775247;111;58;2014;623;12447
624;140075;73;150;2007;624;3372
625;5166;39;428;1997;625;3830
626;420282;57;429;1985;626;2498
627;125507;39;430;1989;627;2618
628;32682;88;216;1987;628;939
629;1431;229;431;1998;629;6063
630;16071764;66;432;2013;630;10385
631;170210;80;150;2005;631;3733
632;10429045;77;433;2011;632;20959
633;17214;132;266;1959;633;4034
634;12033455;86;85;2011;634;10577
635;10959;239;434;1991;635;7652
636;11260526;14;169;2011;636;134
637;76778;271;39;1950;637;5204
638;7331435;76;435;2010;638;15030
639;93;771;436;1880;639;2667
640;83763;113;68;2002;640;2700
641;84369;245;28;1956;641;4156
642;5064;2;113;2007;642;9392
643;1326258;77;185;2008;643;4013
644;13372690;60;376;2012;644;14423
645;544891;74;437;2007;645;
646;2696;634;438;1390;646;2615
647;42149;43;122;2006;647;3375
648;7664041;119;42;2011;648;8891
649;10357575;107;439;2009;649;13779
650;46787;1075;440;1852;650;5696
651;480204;782;441;1909;651;4590
652;140079;75;150;2006;652;3669
653;2526;231;442;1995;653;11061
654;7905092;92;443;2010;654;12909
655;15812814;63;128;2011;655;14020
656;852470;58;444;2006;656;6720
657;1768603;104;445;2008;657;8334
658;3805;133;443;2001;658;8201
659;88061;83;446;1995;659;5843
660;7672;83;68;1980;660;1587
661;46677;47;447;1972;661;2213
662;5439;83;268;1999;662;8145
663;2767;83;448;1980;663;4320
664;251688;254;139;1958;664;7331
665;6690798;101;449;2010;665;16506
666;2744;112;129;2005;666;7758
667;5664985;41;310;2009;667;6238
668;18693763;62;450;2014;668;15177
669;9328;243;451;1982;669;5244
670;11573;145;58;1979;670;2294
671;16343;876;452;1920;671;3826
672;16304;429;153;1934;672;8713
673;15796700;83;453;2013;673;13831
674;7494;79;183;2001;674;4255
675;233667;154;58;1980;675;1859
676;15731779;76;167;2013;676;9728
677;6289283;70;454;2009;677;11605
678;18293427;79;455;2014;678;20980
679;475339;74;456;1939;679;1407
680;1005;709;457;1937;680;3272
681;8337;132;378;1932;681;4096
682;14201;124;458;2004;682;11516
683;3463;105;35;2001;683;3392
684;12127810;63;32;2013;684;11843
685;2536134;61;459;2008;685;9445
686;3466;85;35;2003;686;5443
687;1067;38;263;2005;687;5963
688;10847;37;66;2003;688;8947
689;11447921;51;460;2012;689;13738
690;9742;62;446;2006;690;4511
691;10569;122;58;1999;691;11807
692;1472878;61;202;2008;692;11137
693;455373;122;68;1987;693;2313
694;2120652;47;122;2008;694;4743
695;18214414;109;192;2014;695;13549
696;43814;111;156;1985;696;3097
697;9118135;49;290;2011;697;14781
698;13539044;75;461;2008;698;11059
699;33507;1691;462;1869;699;4608
700;16181;63;142;2005;700;4166
701;14942;572;463;1925;701;6360
702;13486632;173;464;2009;702;16350
703;10589;134;58;1998;703;3087
704;4687;114;240;1985;704;3170
705;10605;132;465;1984;705;1641
706;54479;1903;466;1872;706;4341
707;53496;65;467;1994;707;5530
708;1430;194;431;2003;708;5444
709;4009;155;8;1953;709;3423
710;13747;64;468;2005;710;7434
711;764347;62;469;2007;711;15376
712;10988;96;109;1996;712;5743
713;13414446;61;242;2013;713;12663
714;12938;1108;121;1603;714;3079
715;12898;139;470;1949;715;3486
716;531350;101;35;2007;716;6808
717;11742691;11;471;2012;717;384
718;10975;221;472;1929;718;5485
719;76334;45;473;2005;719;5862
720;2880;34;474;2002;720;890
721;17571564;24;475;2013;721;10136
722;9539;83;244;1992;722;2145
723;33600;101;476;2003;723;10295
724;2233407;67;150;2008;724;3500
725;34084;151;477;1991;725;3844
726;2373;109;478;1997;726;1785
727;101299;183;479;1995;727;8529
728;759611;77;480;1967;728;2731
729;77566;107;481;1989;729;5640
730;5308;233;23;1947;730;6121
731;179780;1;482;1971;731;2850
732;7937462;93;3;2009;732;9885
733;77142;97;483;1994;733;3881
734;546018;102;484;1976;734;2644
735;96358;69;485;1988;735;3711
736;16981;109;486;1952;736;4160
737;43015;68;487;2007;737;9015
738;9822;73;488;1971;738;2718
739;39662;132;58;1982;739;3148
740;114345;14;378;1953;740;2016
741;33926;61;489;1998;741;2809
742;13453029;116;490;2012;742;11803
743;28881;51;491;2002;743;10411
744;6708;153;473;1997;744;5376
745;12868761;2;492;2012;745;15544
746;127455;72;493;2006;746;9655
747;518848;99;494;1995;747;5652
748;5161066;68;150;2009;748;4315
749;15753740;62;52;2013;749;13923
750;12578077;60;495;2011;750;15367
751;8694;142;43;1982;751;2354
752;17167166;55;281;2013;752;19450
753;29800;34;496;2004;753;3118
754;6366437;51;65;2008;754;10401
755;386372;4;304;1987;755;
756;6644117;58;497;2010;756;10506
757;256008;57;498;1985;757;5343
758;32145;48;499;2003;758;10513
759;8709527;37;161;2011;759;7698
760;9532;63;56;1998;760;4587
761;6063187;74;85;2009;761;6023
762;375013;134;500;1982;762;1605
763;11337;104;255;1970;763;4963
764;5971165;101;142;2009;764;6293
765;92057;105;501;1965;765;3951
766;23754;68;502;1989;766;4388
767;110737;63;115;1999;767;3636
768;21686;134;503;2003;768;6990
769;188572;301;313;1894;769;2774
770;13006;1129;504;1599;770;3044
771;9938498;57;505;2011;771;12570
772;30289;842;506;-380;772;2261
773;47021;689;121;1593;773;2370
774;13206828;51;191;2014;774;20055
775;341879;66;507;2010;775;8415
776;567616;8;508;1997;776;192
777;227941;40;509;2001;777;2448
778;30597;1206;510;1831;778;3255
779;5211;79;511;1996;779;7227
780;77727;24;512;1987;780;684
781;24765;66;143;2006;781;7313
782;58345;452;513;1899;782;5662
783;4134071;63;185;2009;783;3204
784;10929;83;106;2006;784;6632
785;32669;91;216;1989;785;574
786;30120;24;40;1996;786;1281
787;7821447;39;514;2010;787;7386
788;23955;112;515;1993;788;2029
789;29581;143;210;1952;789;2054
790;6596;82;516;1997;790;6132
791;6614960;7;52;2010;791;9871
792;22917;325;517;1812;792;1851
793;3980;83;518;1967;793;5440
794;16130549;116;58;2013;794;13654
795;4271;138;393;1998;795;2794
796;15760001;61;519;2012;796;8174
797;3206011;44;520;2008;797;3011
798;7770;49;190;1960;798;2074
799;32423;99;264;1987;799;2687
800;821611;298;521;1902;800;1683
801;6224935;71;522;2009;801;11062
802;7108001;62;523;2010;802;11875
803;271199;17;524;1999;803;1541
804;12985;956;121;1623;804;2831
805;6917952;61;185;2010;805;2999
806;5096;11;525;1997;806;4070
807;18302455;89;345;2013;807;17954
808;9673436;73;526;2007;808;13128
809;5479;38;527;1932;809;1012
810;1087204;17;528;2003;810;949
811;18812405;76;529;2014;811;11244
812;16070903;47;530;2012;812;
813;18081809;51;127;2014;813;15782
814;6262365;62;185;2008;814;3165
815;12497;104;83;2005;815;6281
816;6101138;2;531;2009;816;12827
817;6294;75;532;1986;817;9219
818;11570;118;533;2001;818;1856
819;16902;852;534;1854;819;
820;28921;170;203;1989;820;7455
821;10766509;91;35;2010;821;9610
822;10746542;110;535;2011;822;12966
823;64863;81;536;1982;823;3236
824;1554;498;537;-430;824;2129
825;5960325;52;208;2009;825;8654
826;5659;1150;538;1908;826;4057
827;15749186;60;539;2014;827;17356
828;9516;39;540;2000;828;6588
829;3087;557;541;1908;829;3969
